,Date,Forecast,Lower_CI,Upper_CI
1937,2022-09-13,123.9181276493833,101.08899988068497,146.74725541808164
1938,2022-09-14,123.97148122140325,101.01552666165439,146.9274357811521
1939,2022-09-15,124.01917546412363,100.93681151486723,147.10153941338004
1940,2022-09-16,124.07243429385278,100.86437766852946,147.2804909191761
1941,2022-09-19,124.12022169279234,100.78687797105607,147.4535654145286
1942,2022-09-20,124.17338892582165,100.71545030747286,147.63132754417046
1943,2022-09-21,124.22126638804944,100.63912725460564,147.80340552149326
1944,2022-09-22,124.27434506553143,100.56867431483147,147.9800158162314
1945,2022-09-23,124.32230960080659,100.49349099219566,148.15112820941752
1946,2022-09-26,124.37530266292276,100.42398292528745,148.32662240055808
1947,2022-09-27,124.42335138028508,100.34990418350533,148.49679857706482
1948,2022-09-28,124.47626166959839,100.28131263438148,148.67121070481528
1949,2022-09-29,124.524391774072,100.20830497431439,148.8404785738296
1950,2022-09-30,124.57722203876784,100.14060298132799,149.0138410962077
1951,2022-10-03,124.62543082817444,100.06863444881597,149.18222720753292
1952,2022-10-04,124.67818372519426,100.00179635004432,149.3545711003442
1953,2022-10-05,124.72646858707203,99.93083643919216,149.5221007349519
1954,2022-10-06,124.77914668514265,99.86483778656255,149.69345558372277
1955,2022-10-07,124.82750509376757,99.7948573507314,149.86015283680373
1956,2022-10-10,124.88011087633011,99.72967483120621,150.030546921454
1957,2022-10-11,124.92854038983609,99.66064600096715,150.19643477870503
1958,2022-10-12,124.98107625787756,99.59625736409981,150.3658951516553
1959,2022-10-13,125.02957451547229,99.528153471489,150.53099555945556
1960,2022-10-14,125.08204279026324,99.46453746273998,150.6995481177865
1961,2022-10-17,125.13060750953636,99.3973329712284,150.86388204784433
1962,2022-10-18,125.18301043527754,99.33446927049788,151.03155160005718
1963,2022-10-19,125.23163940959822,99.26813971015243,151.19513910904402
1964,2022-10-20,125.28397915597942,99.20600887504557,151.36194943691328
1965,2022-10-21,125.33267025198045,99.14053078241474,151.52480972154615
1966,2022-10-24,125.38494891665442,99.07911419580729,151.69078363750154
1967,2022-10-25,125.43370007179966,99.0144650581129,151.85293508548642
1968,2022-10-26,125.48591968277383,98.95374487963032,152.01809448591735
1969,2022-10-27,125.53472890300654,98.88990308289104,152.17955472312204
1970,2022-10-28,125.58689142095531,98.82986220395443,152.3439206379562
1971,2022-10-31,125.63575677842454,98.7668069847044,152.50470657214467
1972,2022-11-01,125.68786409892489,98.70742898683238,152.6682992110174
1973,2022-11-02,125.7367837297873,98.64514038713212,152.8284270724425
1974,2022-11-03,125.78883768548016,98.58640950321846,152.99126586774184
1975,2022-11-04,125.83780978777496,98.52486832868537,153.15075124686456
1976,2022-11-07,125.88981215045467,98.46676940700029,153.31285489390905
1977,2022-11-08,125.9388349820489,98.4059571876121,153.4717127764857
1978,2022-11-09,125.99078746468355,98.34847565829996,153.63309927106712
1979,2022-11-10,126.03985934128579,98.28837461174864,153.79134407082296
1980,2022-11-11,126.09176359997021,98.2314964556162,153.95203074432422
1981,2022-11-14,126.14088289321013,98.17208945301027,154.10967633341
1982,2022-11-15,126.19274052905426,98.11580117241976,154.26967988568876
1983,2022-11-16,126.24190566462596,98.05707170615217,154.42673962309973
1984,2022-11-17,126.29371822558042,98.00136029785028,154.58607615331056
1985,2022-11-18,126.34292768144736,97.94329245146558,154.74256291142916
1986,2022-11-21,126.39469666406839,97.88814538119546,154.90124794694134
1987,2022-11-22,126.44394896872807,97.8307238011048,155.05717413635134
1988,2022-11-23,126.49567581988391,97.77612897986198,155.21522265990586
1989,2022-11-25,126.54496955068993,97.71933884876834,155.3706002526115
1990,2022-11-28,126.59665566921058,97.66528461057409,155.52802672784708
1991,2022-11-29,126.64598945075062,97.60911162248186,155.68286727901938
1992,2022-11-30,126.69763618902275,97.5555867035584,155.83968567448707
1993,2022-12-01,126.74700869155035,97.50001704025252,155.99400034284818
1994,2022-12-02,126.79861735705927,97.44701055949515,156.15022415462337
1995,2022-12-05,126.84802729497758,97.3920308683847,156.30402372157047
1996,2022-12-06,126.8995991517981,97.33953230903447,156.45966599456173
1997,2022-12-07,126.94904528219409,97.28512968226455,156.61296088212362
1998,2022-12-08,127.00058155243174,97.23312887469369,156.7680342301698
1999,2022-12-09,127.05006267365901,97.17929082943733,156.92083451788068
2000,2022-12-12,127.10156453884353,97.12777793496701,157.07535114272005
2001,2022-12-13,127.15107948915224,97.0744923948161,157.22766658348837
2002,2022-12-14,127.20254809158476,97.02345789049264,157.38163829267688
2003,2022-12-15,127.25209574779691,96.97071316787331,157.5334783277205
2004,2022-12-16,127.3035321918524,96.92014783213511,157.68691655156968
2005,2022-12-19,127.35311146808128,96.86793261167935,157.8382903244832
2006,2022-12-20,127.4045168214677,96.81782751085254,157.99120613208285
2007,2022-12-21,127.4541266678797,96.76613083366254,158.14212250209687
2008,2022-12-22,127.5055019628555,96.71647730922805,158.29452661648295
2009,2022-12-23,127.55514136447316,96.66528855797552,158.4449941709708
2010,2022-12-27,127.60648759902418,96.61607821455475,158.5968969834936
2011,2022-12-28,127.6561555745688,96.565387099361,158.7469240497766
2012,2022-12-29,127.70747371354624,96.51661179337215,158.8983356337203
2013,2022-12-30,127.75716931431914,96.46640833841971,159.04793029021857
2014,2023-01-03,127.8084602905396,96.41806016735933,159.19886041371987
2015,2023-01-04,127.85818259934038,96.36833469818882,159.34803050049194
2016,2023-01-05,127.90944731464951,96.32040599049796,159.49848863880106
2017,2023-01-06,127.95919544473021,96.27114912194793,159.6472417675125
2018,2023-01-09,128.010434771031,96.22363242742436,159.7972371146376
2019,2023-01-10,128.0602078650851,96.1748350521746,159.94558067799557
2020,2023-01-11,128.111422645332,96.12772313289602,160.09512215776797
2021,2023-01-12,128.1612198745168,96.07937641057762,160.24306333845598
2022,2023-01-13,128.21241092367688,96.03266223230297,160.3921596150508
2023,2023-01-17,128.26223148666864,95.98475757914161,160.53970539419566
2024,2023-01-18,128.3133995926508,95.93843430316066,160.68836488214095
2025,2023-01-19,128.36324271473097,95.89096338212104,160.8355220473409
2026,2023-01-20,128.41438863928425,95.84502435752383,160.9837529210447
2027,2023-01-23,128.46425357145608,95.79797906892605,161.1305280739861
2028,2023-01-24,128.5153780510384,95.75241782526656,161.27833827681025
2029,2023-01-25,128.56526406917303,95.70579029784749,161.42473784049855
2030,2023-01-26,128.61636781579062,95.6606005381769,161.57213509340437
2031,2023-01-27,128.66627421980138,95.6143831205705,161.71816531903227
2032,2023-01-30,128.71735792182085,95.5695587148181,161.8651571288236
2033,2023-01-31,128.767284034865,95.5237439674314,162.0108241022986
2034,2023-02-01,128.8183483577981,95.4792789461121,162.15741776948408
2035,2023-02-02,128.8682935255052,95.43385963337445,162.30272741763596
2036,2023-02-03,128.91933911276763,95.38974818160327,162.448930043932
2037,2023-02-06,128.96930270249334,95.34471726456832,162.59388814041836
2038,2023-02-07,129.02033017613846,95.30095371636409,162.73970663591282
2039,2023-02-08,129.07031157624314,95.25630434564474,162.88431880684155
2040,2023-02-09,129.1213215376711,95.21288317850603,163.02975989683614
2041,2023-02-10,129.17132015682256,95.16860868752505,163.17403162612007
2042,2023-02-13,129.22231318746614,95.12552451726256,163.31910185766972
2043,2023-02-14,129.27232845396534,95.08161841580113,163.46303849212956
2044,2023-02-15,129.32330511595288,95.03886599161197,163.60774424029378
2045,2023-02-16,129.37333647708206,94.99532195964076,163.75135099452336
2046,2023-02-17,129.42429731387827,94.9528961594107,163.89569846834584
2047,2023-02-21,129.47434423527073,94.90970804118838,164.0389804293531
2048,2023-02-22,129.52528977229653,94.86760386700979,164.18297567758327
2049,2023-02-23,129.57535173732742,94.82476566543531,164.32593780921954
2050,2023-02-24,129.6262824825589,94.78297823932814,164.46958672578967
2051,2023-02-27,129.67635899175608,94.7404841105332,164.61223387297895
2052,2023-02-28,129.72727543630378,94.69900867035845,164.7555422022491
2053,2023-03-01,129.77736600677838,94.6568529185285,164.89787909502826
2054,2023-03-02,129.82826862544718,94.615684814083,165.04085243681135
2055,2023-03-03,129.87837279034298,94.57386188649463,165.18288369419133
2056,2023-03-06,129.9292620421735,94.53299657577806,165.32552750856894
2057,2023-03-07,129.97937935013462,94.49150105804216,165.46725764222708
2058,2023-03-08,130.03025567892658,94.45093410368659,165.60957725416657
2059,2023-03-09,130.08038569358288,94.40976071518725,165.75101067197852
2060,2023-03-10,130.13124952840124,94.36948778104082,165.89301127576167
2061,2023-03-13,130.18139182787073,94.32863137055989,166.03415228518156
2062,2023-03-14,130.23224358353482,94.28864821841624,166.1758389486534
2063,2023-03-15,130.28239775994263,94.2481037599349,166.31669175995034
2064,2023-03-16,130.33323783749904,94.20840624640101,166.45806942859707
2065,2023-03-17,130.3834034965124,94.16816883506951,166.59863815795526
2066,2023-03-20,130.43423228369247,94.128752908565,166.73971165881994
2067,2023-03-21,130.4844090440711,94.08881775683274,166.88000033130947
2068,2023-03-22,130.5352269157328,94.0496794547132,167.0207743767524
2069,2023-03-23,130.5854144088941,94.01004188861106,167.16078692917716
2070,2023-03-24,130.63622172744962,93.97117733440993,167.30126612048932
2071,2023-03-27,130.6864195970486,93.93183278997857,167.44100640411864
2072,2023-03-28,130.73721671287737,93.89323819076094,167.5811952349938
2073,2023-03-29,130.7874246144002,93.85418221061727,167.72066701818315
2074,2023-03-30,130.8382118662486,93.81585385444052,167.86056987805668
2075,2023-03-31,130.88842946661984,93.77708208447646,167.99977684876322
2076,2023-04-03,130.9392071819873,93.73901633795217,168.13939802602246
2077,2023-04-04,130.98943415919018,93.70052452415968,168.2783437942207
2078,2023-04-05,131.04020265470268,93.66271783011183,168.41768747929353
2079,2023-04-06,131.0904386974118,93.62450181552813,168.55637557929546
2080,2023-04-10,131.14119827918282,93.58695069074327,168.69544586762237
2081,2023-04-11,131.19144308640932,93.54900641251112,168.83387976030752
2082,2023-04-12,131.2421940503889,93.51170744557544,168.97268065520234
2083,2023-04-13,131.29244733113723,93.47403093211324,169.1108637301612
2084,2023-04-14,131.34318996344942,93.43698078133319,169.24939914556563
2085,2023-04-17,131.3934514363855,93.39956814960979,169.38733472316122
2086,2023-04-18,131.44418601365456,93.36276354101149,169.52560848629764
2087,2023-04-19,131.49445540678508,93.32561099392152,169.66329981964864
2088,2023-04-20,131.54518219645095,93.28904871932596,169.80131567357594
2089,2023-04-21,131.59545924681314,93.25215254316083,169.93876595046544
2090,2023-04-24,131.64617850743633,93.21582945833087,170.0765275565418
2091,2023-04-25,131.69646296079821,93.17918602034172,170.2137399012547
2092,2023-04-26,131.7471749423546,93.14309904319761,170.35125084151161
2093,2023-04-27,131.79746655292513,93.10670478924587,170.4882283166044
2094,2023-04-28,131.84817149709102,93.07085089814655,170.6254920960355
2095,2023-05-01,131.89847002723974,93.03470235043854,170.76223770404096
2096,2023-05-02,131.9491681676674,92.99907858252516,170.89925775280966
2097,2023-05-03,131.9994733876536,92.96317233742724,171.03577443787998
2098,2023-05-04,132.05016495023773,92.92777578702666,171.1725541134488
2099,2023-05-05,132.10047663794842,92.89210851295724,171.3088447629396
2100,2023-05-08,132.15116184108362,92.85693633004237,171.44538735212487
2101,2023-05-09,132.20147978178036,92.82150476543802,171.5814547981227
2102,2023-05-10,132.25215883661016,92.78655415414265,171.71776351907766
2103,2023-05-11,132.30248282268408,92.75135510549468,171.8536105398735
2104,2023-05-12,132.3531559333418,92.71662332268068,171.98968854400295
2105,2023-05-15,132.403485764077,92.68165366263983,172.12531786551418
2106,2023-05-16,132.45415312791835,92.64713801651385,172.26116823932284
2107,2023-05-17,132.504488609263,92.61239468205994,172.39658253646607
2108,2023-05-18,132.5551504170912,92.57809253083812,172.53220830334428
2109,2023-05-19,132.60549136143632,92.54357252151212,172.66741020136052
2110,2023-05-22,132.65614779771963,92.50948127213024,172.802814323309
2111,2023-05-23,132.70649402368514,92.47518164832618,172.9378063990441
2112,2023-05-24,132.75714526676717,92.44129875519367,173.07299177834068
2113,2023-05-25,132.80749659899507,92.40721663650821,173.20777656148192
2114,2023-05-26,132.85814282129817,92.37353960030384,173.3427460422925
2115,2023-05-30,132.9084990902526,92.33967216394086,173.47732601656435
2116,2023-05-31,132.9591404584744,92.30619853044874,173.61208238650005
2117,2023-06-01,133.00950150024843,92.27254300967718,173.7464599908197
2118,2023-06-02,133.06013817555197,92.23927036866115,173.8810059824428
2119,2023-06-05,133.11050383168057,92.20582405132353,174.01518361203762
2120,2023-06-06,133.161135969878,92.17275003543826,174.14952190431774
2121,2023-06-07,133.21150608715743,92.13951026250834,174.28350191180652
2122,2023-06-08,133.2621338388877,92.10663254624609,174.41763513152932
2123,2023-06-09,133.31250826920086,92.07359671043352,174.5514198279682
2124,2023-06-12,133.36313178010153,92.04091300910461,174.68535055109845
2125,2023-06-13,133.413510380249,92.00807855350479,174.8189422069932
2126,2023-06-14,133.46412979112216,91.97558662225062,174.95267295999372
2127,2023-06-15,133.51451242265895,91.94295103903802,175.0860738062799
2128,2023-06-16,133.56512786963185,91.91064867187546,175.21960706738824
2129,2023-06-20,133.6155143987096,91.87820950103901,175.35281929638018
2130,2023-06-21,133.6661260133899,91.84609452993493,175.4861574968449
2131,2023-06-22,133.71651631060425,91.8138493580534,175.6191832631551
2132,2023-06-23,133.76712422023002,91.78191965202765,175.75232878843238
2133,2023-06-26,133.8175181604729,91.7498661110838,175.885170209862
2134,2023-06-27,133.86812248805768,91.7181195753404,176.01812540077498
2135,2023-06-28,133.91851995037496,91.68625534157277,176.15078455917714
2136,2023-06-29,133.96912081484808,91.65468991665742,176.28355171303875
2137,2023-06-30,134.01952168230142,91.62301270944756,176.41603065515528
2138,2023-07-03,134.07011919864357,91.59162637043089,176.54861202685623
2139,2023-07-05,134.12052335817714,91.56013395122548,176.6809127651288
2140,2023-07-06,134.17111763755142,91.52892470691096,176.81331056819187
2141,2023-07-07,134.22152497986306,91.49761487817716,176.94543508154896
2142,2023-07-10,134.27211612974185,91.46658077033278,177.07765148915092
2143,2023-07-11,134.3225265491584,91.43545137454575,177.20960172377104
2144,2023-07-12,134.37311467344577,91.40459047715845,177.3416388697331
2145,2023-07-13,134.4235280678026,91.37363939581971,177.4734167397855
2146,2023-07-14,134.47411326695294,91.3429498143719,177.60527671953398
2147,2023-07-17,134.52452953747738,91.31217496705744,177.7368841078973
2148,2023-07-18,134.57511190860973,91.28165483782449,177.86856897939498
2149,2023-07-19,134.62553095980857,91.25105418126202,178.00000773835512
2150,2023-07-20,134.67611059681752,91.22070167063038,178.13151952300467
2151,2023-07-21,134.72653233636805,91.19027319780379,178.26279147493233
2152,2023-07-24,134.77710933003075,91.16008650160866,178.39413215845286
2153,2023-07-25,134.82753366867556,91.12982824088964,178.52523909646146
2154,2023-07-26,134.87810810675518,91.09980558377161,178.65641062973873
2155,2023-07-27,134.92853495820023,91.0697155980767,178.78735431832376
2156,2023-07-28,134.97910692554612,91.03985523285668,178.91835861823557
2157,2023-07-31,135.02953620636262,91.00993161882971,179.04914079389553
2158,2023-08-01,135.08010578500696,90.98023182590134,179.1799797441126
2159,2023-08-02,135.13053741453598,90.95047271311935,179.3106021159526
2160,2023-08-03,135.18110468378737,90.92093179985864,179.4412775677161
2161,2023-08-04,135.23153858404802,90.89133535006141,179.57174181803464
2162,2023-08-07,135.2821036205819,90.86195165025259,179.7022555909112
2163,2023-08-08,135.33253971618237,90.83251605659433,179.8325633757704
2164,2023-08-09,135.38310259412842,90.80328792987166,179.96291725838518
2165,2023-08-10,135.43354081218,90.77401141619447,180.09307020816556
2166,2023-08-11,135.48410160320665,90.74493724749911,180.2232659589142
2167,2023-08-14,135.5345418732407,90.71581806762723,180.35326567885417
2168,2023-08-15,135.58510064663693,90.68689626667928,180.48330502659456
2169,2023-08-16,135.63554290052443,90.65793270373358,180.61315309731526
2170,2023-08-17,135.6860997232787,90.62916170451797,180.7430377420394
2171,2023-08-18,135.73654389515266,90.60035207024997,180.87273572005535
2172,2023-08-21,135.78709883202933,90.57173033051635,181.0024673335423
2173,2023-08-22,135.8375448582096,90.54307296466091,181.13201675175833
2174,2023-08-23,135.8880979718227,90.51459896543672,181.26159697820867
2175,2023-08-24,135.93854579074343,90.48609223508313,181.39099934640373
2176,2023-08-25,135.98909714162815,90.45776448019973,181.52042980305657
2177,2023-08-28,136.03954669376762,90.42940677918051,181.64968660835473
2178,2023-08-29,136.0900963404493,90.40122379481159,181.778968886087
2179,2023-08-30,136.1405475682619,90.37301354310782,181.90808159341597
2180,2023-08-31,136.19109556732266,90.34497387731977,182.03721725732555
2181,2023-09-01,136.2415484151735,90.31690952048358,182.1661873098634
2182,2023-09-05,136.29209482131697,90.28901174279792,182.295177899836
2183,2023-09-06,136.34254923541823,90.26109175139027,182.4240067194462
2184,2023-09-07,136.39309410153172,90.23333445235684,182.5528537507066
2185,2023-09-08,136.4435500298815,90.20555732140113,182.68154273836186
2186,2023-09-11,136.4940934070964,90.17793911218249,182.8102477020103
2187,2023-09-12,136.54455079941926,90.15030336063288,182.93879823820564
2188,2023-09-13,136.5950927371693,90.12282287259909,183.0673626017395
2189,2023-09-14,136.64555154485907,90.09532704282337,183.19577604689476
2190,2023-09-15,136.69609209093673,90.06798292715723,183.32420125471623
2191,2023-09-18,136.74655226700102,90.0406255844335,183.45247894956856
2192,2023-09-19,136.79709146761195,90.01341651174542,183.58076642347848
2193,2023-09-20,136.84755296661865,89.98619624377253,183.70890968946478
2194,2023-09-21,136.89809086643444,89.95912090372522,183.83706082914367
2195,2023-09-22,136.94855364445976,89.93203632014595,183.96507096877357
2196,2023-09-25,136.99909028666883,89.90509342108825,184.0930871522494
2197,2023-09-26,137.0495543012474,89.87814315302552,184.2209654494693
2198,2023-09-27,137.10008972760428,89.85133142163532,184.34884803357323
2199,2023-09-28,137.15055493768062,89.82451412124047,184.47659575412078
2200,2023-09-29,137.20108918855342,89.79783230217623,184.60434607493062
2201,2023-10-02,137.25155555443513,89.77114664218917,184.7319644666811
2202,2023-10-03,137.3020886688518,89.74459349775017,184.85958383995344
2203,2023-10-04,137.35255615216437,89.7180381710713,184.98707413325744
2204,2023-10-05,137.403088167857,89.69161248086576,185.11456385484823
2205,2023-10-06,137.45355673149993,89.66518620013868,185.24192726286117
2206,2023-10-09,137.50408768494785,89.6388867607601,185.3692886091356
2207,2023-10-10,137.55455729305257,89.61258825796551,185.49652632813962
2208,2023-10-11,137.605087219524,89.58641388267674,185.62376055637125
2209,2023-10-12,137.65555783741272,89.56024190873651,185.75087376608892
2210,2023-10-13,137.7060867710048,89.53419142716096,185.87798211484863
2211,2023-10-16,137.75655836515114,89.5081447515526,186.00497197874967
2212,2023-10-17,137.80708633882904,89.48221700937322,186.13195566828486
2213,2023-10-18,137.85755887681972,89.45629441975413,186.25882333388532
2214,2023-10-19,137.9080859224541,89.43048827841915,186.38568356648904
2215,2023-10-20,137.958559372952,89.40468858026026,186.51243016564376
2216,2023-10-23,138.00908552135533,89.37900291669587,186.6391681260148
2217,2023-10-24,138.05955985406388,89.35332493292492,186.76579477520283
2218,2023-10-25,138.11008513502563,89.32775863925451,186.89241163079674
2219,2023-10-26,138.16056032065399,89.30220120990793,187.01891943140004
2220,2023-10-27,138.2110847629745,89.27675319317791,187.1454163327711
2221,2023-10-30,138.26156077320448,89.2513151750617,187.27180637134725
2222,2023-10-31,138.312084404728,89.22598435697367,187.39818445248235
2223,2023-11-01,138.36256121218148,89.20066462333247,187.52445780103048
2224,2023-11-02,138.41308405982772,89.17544993998126,187.6507181796742
2225,2023-11-03,138.46356163803566,89.15024738017604,187.77687589589527
2226,2023-11-06,138.51408372783058,89.12514778179393,187.90301967386722
2227,2023-11-07,138.56456205120276,89.10006130098722,188.0290628014183
2228,2023-11-08,138.61508340830815,89.07507575169362,188.1550910649227
2229,2023-11-09,138.66556245210393,89.05010427054265,188.2810206336652
2230,2023-11-10,138.71608310084628,89.02523174809987,188.40693445359267
2231,2023-11-13,138.76656284114648,89.00037420245735,188.5327514798356
2232,2023-11-14,138.81708280504452,88.97561369803122,188.65855191205782
2233,2023-11-15,138.86756321872414,88.95086903865322,188.78425739879506
2234,2023-11-16,138.91808252051575,88.92621955657953,188.90994548445198
2235,2023-11-17,138.96856358521754,88.90158674884046,189.03554042159462
2236,2023-11-20,139.0190822468857,88.87704730639615,189.16111718737523
2237,2023-11-21,139.0695639409947,88.85252533001074,189.28660255197866
2238,2023-11-22,139.12008198379246,88.8280949571905,189.41206901039442
2239,2023-11-24,139.17056428641138,88.80368280594232,189.53744576688044
2240,2023-11-27,139.22108173088623,88.77936054523971,189.66280291653274
2241,2023-11-28,139.2715646218116,88.7550572267162,189.788072016907
2242,2023-11-29,139.32208148782877,88.73084213290977,189.91332084274777
2243,2023-11-30,139.3725649475279,88.70664666824374,190.03848322681208
2244,2023-12-01,139.4230812542931,88.6825378081875,190.16362470039869
2245,2023-12-04,139.47356526388182,88.6584492318045,190.28868129595915
2246,2023-12-05,139.52408102996307,88.63444568422331,190.41371637570285
2247,2023-12-06,139.5745655711842,88.61046304359503,190.53866809877337
2248,2023-12-07,139.62508081453305,88.58656389888391,190.66359773018218
2249,2023-12-08,139.67556586973558,88.56268625428754,190.78844548518362
2250,2023-12-11,139.72608060770756,88.5388906143155,190.9132706010996
2251,2023-12-12,139.77656615982647,88.51511703859843,191.03801528105453
2252,2023-12-13,139.82708040920087,88.4914240165165,191.16273680188525
2253,2023-12-14,139.8775664417378,88.46775359486668,191.28737928860892
